100|"2025-0314-02"| 0016.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0334-01"| 0005.000000| 0006.000000| 0001.000000|1.000000
100|"2025-0335-02"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0335-03"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0336-02"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0338-01"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0339-10"| 0004.000000| 0070.000000| 0002.000000|2.000000
100|"2025-0339-12"| 0042.000000| 0000.000000| 0032.000000|32.000000
100|"2025-0345-01"| 0031.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0346-01"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0347-01"| 0009.000000| 0001.000000| 0000.000000|0.000000
100|"2025-0349-01"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0353-01"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0354-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0359-01"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0362-01"| 0054.000000| 0000.000000| 0018.000000|16.000000
100|"2025-0362-02"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0369-01"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0381-01"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0396-01"| 0126.000000| 0000.000000| 0000.000000|0.000000
100|"2025-0410-01"| 0488.000000| 0000.000000| 0060.000000|57.000000
100|"2025-0410-02"| 0262.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6015-01"| 0041.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6016-01"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6040-02"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6057-01"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6071-01"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6078-01"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6079-01"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6081-01"| 0004.000000| 0006.000000| 0005.000000|4.000000
100|"2025-6088-01"| 0036.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6095-01"| 0055.000000| 0000.000000| 0000.000000|0.000000
100|"2025-6096-01"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"2030-0032-02"| 2112.000000| 3000.000000| 0000.000000|0.000000
100|"2050-0057-01"| 0040.000000| 0052.000000| 0000.000000|0.000000
